DAC-CTRL.TXENABLE,U14,U28,PR53D,I/O,LFE5U_-85F-_BG756_
DAC-CTRL.SLEEP,U14,V27,PR56C,I/O,LFE5U_-85F-_BG756_
DAC-CTRL.SDO,U14,U31,PR62C,I/O,LFE5U_-85F-_BG756_
DAC-CTRL.SCLK,U14,V26,PR56D,I/O,LFE5U_-85F-_BG756_
DAC-CTRL.ALARM,U14,U30,PR62D,I/O,LFE5U_-85F-_BG756_
CLK-CTRL.SYNC,U14,W32,PR68D,I/O,LFE5U_-85F-_BG756_
CLK-CTRL.SEL1,U14,T30,PR59D,I/O,LFE5U_-85F-_BG756_
CLK-CTRL.SEL0,U14,T29,PR53C,I/O,LFE5U_-85F-_BG756_
CLK-CTRL.SDIO,U14,R30,PR59C,I/O,LFE5U_-85F-_BG756_
CLK-CTRL.SCK,U14,R32,PR65A/DQS,I/O,LFE5U_-85F-_BG756_
CLK-CTRL.LD2,U14,T28,PR53B/DQSN,I/O,LFE5U_-85F-_BG756_
CLK-CTRL.LD1,U14,T31,PR65B/DQSN,I/O,LFE5U_-85F-_BG756_
CFG-CLK.C_P,U14,AD1,PL92C/LLC_GPLL0I/O,LFE5U_-85F-_BG756_,
CFG-CLK.C_N,U14,AE1,PL92D/LLC_GPLL0I/O,LFE5U_-85F-_BG756_,
CONFIG-DDRCC6.S46,U14,AE4,PL80D,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S45,U14,AE5,PL80C,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S44,U14,AE6,PL80B,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S42,U14,AD7,PL77D,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S41,U14,AC7,PL77C,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S40,U14,AB6,PL77B/DQSN,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S33,U14,Y5,PL71C,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S32,U14,Y6,PL71B,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S31,U14,Y7,PL71A,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S18,U14,T3,PL59D,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S15,U14,P2,PL59A,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S14,U14,V7,PL56D,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S13,U14,V6,PL56C,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S12,U14,U4,PL56A,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S11,U14,U5,PL53D,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S9,U14,T5,PL53B/DQSN,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S7,U14,U7,PL50D,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S6,U14,U6,PL50C,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S5,U14,T6,PL50B/GR_PCLK6_I/O,LFE5U_-85F-_BG756_,
CONFIG-DDRCC6.S4,U14,R6,PL50A/GR_PCLK6_I/O,LFE5U_-85F-_BG756_,
CONFIG-DDRCC6.S3,U14,T7,PL47D/PCLKC6_0,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S2,U14,R7,PL47C/PCLKT6_0,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S1,U14,P4,PL47B/PCLKC6_1,I/O,LFE5U_-85F-_BG756_
CONFIG-DDRCC6.S0,U14,P5,PL47A/PCLKT6_1,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S63,U14,AE32,PR92D/LRC_GPLL0I/O,LFE5U_-85F-_BG756_,
CONFIG-BANK3.S62,U14,AD32,PR92C/LRC_GPLL0I/O,LFE5U_-85F-_BG756_,
CONFIG-BANK3.S61,U14,AC32,PR92B,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S60,U14,AB32,PR92A,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S59,U14,AE31,PR89D,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S58,U14,AC31,PR89C,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S57,U14,AB31,PR89B/DQSN,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S56,U14,AC30,PR89A/DQS,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S55,U14,AE30,PR86D,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S54,U14,AD30,PR86C,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S53,U14,Y32,PR86B,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S52,U14,W31,PR86A,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S51,U14,AD29,PR83D,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S50,U14,AC28,PR83C,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S49,U14,AB29,PR83B,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S48,U14,AB30,PR83A,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S45,U14,AE27,PR80B,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S44,U14,AD27,PR80A,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S43,U14,AD26,PR77D,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S42,U14,AC26,PR77C,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S41,U14,AB27,PR77B/DQSN,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S40,U14,AB28,PR77A/DQS,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S39,U14,AC27,PR74D,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S38,U14,AB26,PR74C,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S37,U14,W29,PR74B,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S36,U14,Y29,PR74A,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S35,U14,W28,PR71D,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S34,U14,Y28,PR71C,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S33,U14,Y27,PR71B,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S32,U14,Y26,PR71A,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S30,U14,V32,PR68C,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S29,U14,U32,PR68B,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S28,U14,T32,PR68A,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S27,U14,Y30,PR65D,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S26,U14,W30,PR65C,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S6,U14,U27,PR50C,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S5,U14,T27,PR50B,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S4,U14,R27,PR50A,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S3,U14,T26,PR47D/PCLKC3_0,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S2,U14,R26,PR47C/PCLKT3_0,I/O,LFE5U_-85F-_BG756_
CONFIG-BANK3.S0,U14,P28,PR47A/PCLKT3_1,I/O,LFE5U_-85F-_BG756_
VCC-CORE,U14,AA12,VCC,POWER,LFE5U_-85F-_BG756_
PP2V5,U14,AC11,VCCAUX,POWER,LFE5U_-85F-_BG756_
VCCIO8,U14,AB10,VCCIO8,POWER,LFE5U_-85F-_BG756_
NetR47_1,U14,AM4,CFG_0,INPUT,LFE5U_-85F-_BG756_
NetR48_1,U14,AK4,CFG_2,INPUT,LFE5U_-85F-_BG756_
NetR49_1,U14,AL4,CFG_1,INPUT,LFE5U_-85F-_BG756_
MCLK_T,U14,AM3,CCLK/MCLK/SCK,I/O,LFE5U_-85F-_BG756_
FPGA_PROG_N,U14,AH4,PROGRAMN,INPUT,LFE5U_-85F-_BG756_
FPGA_INIT,U14,AG4,INITN,I/O,LFE5U_-85F-_BG756_
FPGA_DONE,U14,AJ4,DONE,I/O,LFE5U_-85F-_BG756_
FPGA-JTAG-TMS-3V3,U14,AM5,TMS,INPUT,LFE5U_-85F-_BG756_
FPGA-JTAG-TDO-3V3,U14,AG5,TDO,OUTPUT,LFE5U_-85F-_BG756_
FPGA-JTAG-TDI-3V3,U14,AJ5,TDI,INPUT,LFE5U_-85F-_BG756_
FPGA-JTAG-TCK-3V3,U14,AK5,TCK,INPUT,LFE5U_-85F-_BG756_
CFG_WRITEN,U14,AL3,PB18A/WRITEN,I/O,LFE5U_-85F-_BG756_
CFG_SPI_SN,U14,AJ3,PB15A/HOLDN/DI/I/O,LFE5U_-85F-_BG756_,
CFG_SPI_DQ3,U14,AL1,PB9A/D3/IO3,I/O,LFE5U_-85F-_BG756_
CFG_SPI_DQ2,U14,AM2,PB9B/D2/IO2,I/O,LFE5U_-85F-_BG756_
CFG_SPI_DQ1,U14,AJ2,PB11A/D1/MISO/II/O,LFE5U_-85F-_BG756_,
CFG_SPI_DQ0,U14,AK2,PB11B/D0/MOSI/II/O,LFE5U_-85F-_BG756_,
CFG_CSN,U14,AG3,PB13A/SN/CSN,I/O,LFE5U_-85F-_BG756_
CFG_CS1N,U14,AH3,PB13B/CS1N,I/O,LFE5U_-85F-_BG756_
VREF-IO6,U14,V4,PL56B/VREF1_6,I/O,LFE5U_-85F-_BG756_
VCCIO6,U14,AA10,VCCIO6,POWER,LFE5U_-85F-_BG756_
DDRCC6.S47,U14,AB3,PL83A,I/O,LFE5U_-85F-_BG756_
VCCIO3,U14,AA23,VCCIO3,POWER,LFE5U_-85F-_BG756_
VCCIO2,U14,M23,VCCIO2,POWER,LFE5U_-85F-_BG756_
